iteration,elapsed_s,step_time_s,content_loss,style_loss,total_loss,lpips,ssim,gram_dist
1,84.49105334281921,84.49105215072632,,,,,,
2,129.3480927944183,44.85703945159912,,,,,,
3,211.8582661151886,82.51017332077026,,,,,,
4,346.6562490463257,134.79798293113708,,,,,,
5,393.9816725254059,47.3254234790802,,,,,,
6,439.1375322341919,45.15585970878601,,,,,,
